"S_SUPPKEY"|"S_NAME"|"S_ADDRESS"|"S_NATIONKEY"|"S_PHONE"|"S_ACCTBAL"|"S_COMMENT"
14439|"Supplier#000014439       "|"wNB4BRwR42N0Pk"|0|"537-418-2195   "|3810,34|"carefully ironic deposits wake packages ."
14442|"Supplier#000014442       "|"ymi4 LR4g0k4gkP2Pgigm2B4ggk0 ym4PB2"|7|"467-155-3680   "|693,47|"regular requests cajole above ."
14452|"Supplier#000014452       "|"N2yyy4iRNN0"|18|"459-362-2268   "|2393,8|"blithely silent pinto beans haggle carefully ."
14455|"Supplier#000014455       "|"gPLiw4y44L0"|9|"442-981-7515   "|9138,15|"silent requests cajole slyly regular ideas ."
14456|"Supplier#000014456       "|" RNy220kg LRB4iR2Ly"|15|"466-205-3474   "|997,23|"busy, ironic deposits sleep across ."
14463|"Supplier#000014463       "|"kgmiBNLiNPmRiwRggLy6Py"|3|"514-967-4080   "|4287,66|"busily bold gifts wake past ."
14469|"Supplier#000014469       "|"BLikkRi0ki2"|10|"130-382-1895   "|8929,67|"express requests thrash fluffily according to ."
14473|"Supplier#000014473       "|"P0iy2R4L620RgN"|1|"767-252-4048   "|8730|"carefully ironic foxes are after ."
14481|"Supplier#000014481       "|"P gBiyLRgLwmky4Pi00BygB42kky600L4"|7|"246-266-3716   "|7058,32|"fluffily ironic multipliers at sleep around ."
14492|"Supplier#000014492       "|"NwB4y iiwyywNRmgmk2BL2ygm6R0"|4|"200-563-2464   "|9007,59|"bold accounts lose fluffily even accounts ."
14496|"Supplier#000014496       "|"2kmmRwPk0iB40P"|16|"580-294-1077   "|4848,69|"fluffily unusual asymptotes wake blithely slow pinto beans ."
14501|"Supplier#000014501       "|"4wwRyPLg P2NgBi0iiRkwNkLi2R2kkyymyP0LR 4"|20|"837-514-4316   "|7783,06|"even accounts sleep slyly final asymptotes ."
14504|"Supplier#000014504       "|"2NLm6RNywN0Nm4L00BwL6mPwPPgR"|5|"552-267-8828   "|7784,83|"blithely bold pinto beans lose fluffily fluffily bold asymptote"
14507|"Supplier#000014507       "|"yNBLgwNkik"|18|"627-565-7276   "|-603,23|"regular accounts haggle carefully regular requests ."
14511|"Supplier#000014511       "|"g2wNmLNkLgN"|22|"581-628-4789   "|8293,16|"even accounts kindle busily !"
14514|"Supplier#000014514       "|"NP2Ryi2iRLBRNmRmmNmPPywkmi"|15|"911-775-2709   "|8643,74|"carefully express foxes haggle carefully ."
14522|"Supplier#000014522       "|"wkkwR2wNwRN66Bggmw0mw0P0yB"|9|"903-317-8121   "|-466,78|"carefully regular deposits doze permanently quickly ironic plat"
14527|"Supplier#000014527       "|"RBgLL2Pyigi gLLmgLiL"|18|"631-844-3984   "|3858,3|"blithely regular theodolites wake fluffily final courts ."
14528|"Supplier#000014528       "|"LLig w6kmRP2PgygBBNw2BP2ym0y46yLiRm wN2"|6|"452-592-6816   "|-547,98|"blithely regular theodolites against boost quickly bravely even"
14533|"Supplier#000014533       "|"Ri 40k0i g"|11|"373-271-7576   "|1189|"final accounts are ."
14537|"Supplier#000014537       "|"gi2kg2m02yN6LB4ywLkByBiiPki60Nw4BNmLLwiB"|17|"377-742-9339   "|-224,57|"blithely express pinto beans cajole carefully along ."
14540|"Supplier#000014540       "|" gP4k2 2R4gN 6imm6ywNgyi2LimPN42w2"|5|"764-862-1696   "|4783,38|"blithely even pinto beans are along ."
14544|"Supplier#000014544       "|"mP0LLP6N4iNg2N"|23|"833-454-8644   "|-308,92|"carefully final foxes haggle carefully ."
14545|"Supplier#000014545       "|"wyw2 iN20wg2 m6gB4Lk0i0L4RkNgy"|18|"634-490-2734   "|8848,09|"silently regular hockey players use blithely within ."
14556|"Supplier#000014556       "|"L0NkgN400 wB4i0PigiLwBLkLkm0"|2|"529-838-5294   "|4580,92|"regular accounts according to nag blithely alongside of ."
14561|"Supplier#000014561       "|"Nw0NR40R0BN6k40BkB0 NB P026Lg"|2|"422-223-2765   "|8587,91|"blithely unusual ideas are ."
14570|"Supplier#000014570       "|"y0B42RPBiwBPwkwNiNByLmg6 2yR4L6 PwgR"|15|"802-292-1686   "|2783,04|"packages are furiously express ideas ."
14572|"Supplier#000014572       "|"026w44NN0mL0P2B  BL"|16|"951-728-1822   "|-608,61|"unusual, regular deposits haggle carefully across ."
14573|"Supplier#000014573       "|"yNyBPyk6NB00yB642kmP0wBBLBNiww"|5|"376-536-8597   "|-939,55|"packages haggle carefully about ."
14577|"Supplier#000014577       "|"64RBm2R6BB2"|12|"360-740-9375   "|1322,75|"permanently express tithes of sleep above ."
14579|"Supplier#000014579       "|"PBB4LyiLB4LL6igkyNiPmigP yik2RL Lyi2"|17|"460-757-1257   "|7380,63|"quickly final dependencies sublate fluffily ."
14582|"Supplier#000014582       "|"Nk4wPNBR2 m wg0N6"|2|"578-626-6832   "|7397,81|"ironic accounts kindle busily !"
14588|"Supplier#000014588       "|"g6L4PLm4 wBBy4NPk04kiPggw666LkN"|4|"290-409-1486   "|1920,03|"blithely bold instructions alongside of are over ."
14590|"Supplier#000014590       "|"62 iLN4wLP2Pyi406wBiNgRLwi0ikk4gR6m4Lwwk"|14|"420-493-3770   "|639,05|"quickly regular instructions wake ."
14591|"Supplier#000014591       "|"iwgiNLi0g0RiiRi02RRyP"|10|"177-393-9082   "|2445,45|"blithely enticing pinto beans affix quickly idly final orbits ."
14601|"Supplier#000014601       "|"0P0iiiiNB40PmBwki0P"|3|"108-672-1143   "|5265,49|"even requests eat fluffily regular, express deposits ;"
14605|"Supplier#000014605       "|"6ii06kkPNRN6m mykik0ygPi6RN  mwwyRmy6NPB"|13|"202-384-5231   "|7279,77|"unusual requests wake above ."
14607|"Supplier#000014607       "|"2y6P4Rm2N0k"|23|"251-787-4401   "|6435,45|"quickly bold platelets use blithely ."
14610|"Supplier#000014610       "|"i6Bmyk6N6B6 06m0LymRRLw LNmk4"|15|"922-778-2140   "|9301,05|"special accounts according to haggle carefully about ."
14613|"Supplier#000014613       "|"Lgwm wy2R m PgyBPN00Ng6P"|5|"489-132-1765   "|2201,65|"enticingly ironic orbits cajole quickly even instructions ."
14622|"Supplier#000014622       "|"gNiBB26 BPR4LmgygPR6 L P 4Li4B4 P0gkw0"|21|"107-149-3292   "|9668,28|"busily final sheaves haggle carefully special accounts ."
14624|"Supplier#000014624       "|"0kLN4mwkkig0yPmm4 gwiw2y6P6B2PBLR"|19|"933-753-5115   "|6292,48|"unusual accounts haggle carefully packages ."
14626|"Supplier#000014626       "|"6R my2RLRyik6k4PgR6NLk4P PkmR4"|16|"684-824-4279   "|3734,76|"blithely special instructions boost blithely ."
14629|"Supplier#000014629       "|"yLmRk2m  k24LwPLB  4NL0wL6mB4k"|10|"758-600-4703   "|3950,8|"packages sleep about ."
14631|"Supplier#000014631       "|"iym642y 6 NBLwwwRg B2PRL06k2k0RkLRRwR"|22|"373-274-9460   "|6297|"regular accounts maintain quickly ."
14632|"Supplier#000014632       "|"mLP06mkwNm20Py w  4m4LyRmm2i"|21|"436-831-8019   "|713,26|"fluffily even asymptotes haggle carefully around ."
14636|"Supplier#000014636       "|"BL6PmyP g6 PgB642m66gi00kPBikgLNww"|12|"907-772-7405   "|1047,49|"regular requests sleep ."
14640|"Supplier#000014640       "|"m06mRmw6NP2 6m4gNgB"|17|"244-343-3844   "|9303,36|"unusual accounts haggle carefully ."
14641|"Supplier#000014641       "|"0N2NNmmLL2wRi 4wmygRPgwiL22RRL2gkNmy"|15|"970-259-7029   "|5575,19|"regular requests nag blithely above ."
14663|"Supplier#000014663       "|"w0g6yRLkkP 62y0wP4m2 g6LNmNgy60 "|4|"507-926-3890   "|7341,63|"blithely final instructions nag blithely alongside of ."
16661|"Supplier#000016661       "|"Pw66 LPR00P2mkw4y4Pg"|24|"882-594-7345   "|-6,62|"quickly slow excuses impress fluffily ;"
16662|"Supplier#000016662       "|" Pwi44N02Pm0BLkLiPg2PP4 "|6|"731-124-4752   "|7646,37|"final requests use blithely above ."
16673|"Supplier#000016673       "|"R6i6 R  y PiP6RR022L"|8|"459-819-7720   "|7741,72|"bold requests wake slyly final theodolites ."
16674|"Supplier#000016674       "|"4NPkRR2 wL Piy4LgLi0mkBymNP0460i"|13|"138-741-3760   "|5069,72|"packages about sublate fluffily even, ironic accounts ."
16676|"Supplier#000016676       "|"mwPLg0Ri 4wm"|0|"773-234-7850   "|4535,82|"bold requests lose fluffily packages ."
16677|"Supplier#000016677       "|"m0 yBww LLB4gywB2 P P40204ky0Pw0g6"|17|"592-127-8361   "|1471,03|"ironic packages wake ."
16679|"Supplier#000016679       "|"2Lm2BLiP2mRRmNg0yR6NygiR4"|15|"214-949-6920   "|1160,4|"fluffily unusual courts around haggle carefully final accounts "
16684|"Supplier#000016684       "|"LP02kmBm4gBRg i6 22 wNy24 "|15|"433-957-6670   "|1791,58|"blithely regular theodolites cajole ."
16691|"Supplier#000016691       "|"P6k24 PLyRw"|20|"554-522-1502   "|4015,1|"brave accounts cajole slyly even decoys ."
16692|"Supplier#000016692       "|" 6y4N6 BP2yR P6P02m0LRy0NP2kw4ii"|8|"814-851-9162   "|5761,87|"pending, careful deposits wake regular requests ."
16698|"Supplier#000016698       "|"m6k Lw2mLwi00Ly"|10|"202-310-7076   "|660,27|"bold accounts nag blithely ."
16699|"Supplier#000016699       "|"kyym Ri2NwkRw060kLmg4kiP2mkLBR0Ni"|19|"483-162-1139   "|7067,42|"packages nag blithely ."
16708|"Supplier#000016708       "|"RPBNPNByikNP0m0w6i6giiwR6PmBRRwk gPBRm 2"|13|"955-433-3720   "|1441,05|"quickly pending platelets among sublate fluffily between ."
16713|"Supplier#000016713       "|" i4 mkmiB yymgyg6yRwwN46g 66  B2g0Piy"|11|"703-862-6646   "|7581,12|"carefully unusual foxes eat fluffily fluffily ironic courts ;"
16714|"Supplier#000016714       "|"R 6miyyNL6BkR0RRPL gPPwRi4i0yki4k"|24|"227-879-3530   "|930,97|"quickly even excuses affix quickly among ."
16717|"Supplier#000016717       "|"4NgR6R2RRwPiy6RkPPBgRLPkPR64LPPgNy"|24|"133-451-4991   "|4553,45|"quickly regular dependencies could cajole ."
16718|"Supplier#000016718       "|"0B4  L664m2PggyB"|17|"368-228-9906   "|755,4|"packages are about ."
16721|"Supplier#000016721       "|"kPLwL00kRy4LwywRy44"|9|"675-443-9674   "|1384,27|"special, regular accounts play regularly across !"
16723|"Supplier#000016723       "|"0 BP gRi4y"|21|"641-767-4359   "|-773,55|"ironic, ruthless accounts are across ."
16733|"Supplier#000016733       "|"P6kRmRg4iNgy04 wikR2g6N6B"|20|"321-988-5910   "|1213,1|"enticingly daring orbits sleep quickly express instructions ."
16738|"Supplier#000016738       "|"LwN2gLmkg L m04NB BLPm2y Bg6L0B kLRmLNmg"|8|"158-416-9738   "|8571,05|"express requests detect quickly according to ."
16742|"Supplier#000016742       "|" wm422kgRwiBwP2g00k6mkR P02y"|8|"264-548-1221   "|6485,07|"special accounts detect quickly ."
16746|"Supplier#000016746       "|"00iwB2Nmm22g kkN  wwyyww i40g6"|8|"824-609-5170   "|599,9|"fluffily bold asymptotes cajole carefully ."
16748|"Supplier#000016748       "|"BRk6BRyg2PNBk2yk"|13|"523-718-2567   "|1193,06|"unusual accounts haggle carefully ."
16751|"Supplier#000016751       "|"6BikLiPww04kLBRPkR6NNL PkN4PRNLg4"|14|"299-120-9202   "|6212,7|"quickly regular platelets among haggle carefully blithely final"
16753|"Supplier#000016753       "|"4B4NL6 P42w266wLwgmNi0 BgmwyiRiw"|0|"982-783-2314   "|7149,22|"packages integrate quickly about ."
16756|"Supplier#000016756       "|"Nm mmyRw4 "|0|"894-345-4617   "|9401,1|"quickly unusual excuses are ."
16757|"Supplier#000016757       "|"wPimw4NRw 6RP24Pgi0Bw0kBLR2NN06mkkgLB"|15|"853-607-1220   "|9286,86|"fluffily final dolphins sleep blithely pending theodolites ."
16764|"Supplier#000016764       "|"m2gmiRL kg6PgwByBRiNwgRw466"|18|"764-301-4786   "|6655,1|"fluffily special asymptotes sleep blithely final ideas ."
16765|"Supplier#000016765       "|"LLL4LNB0miPwNPRN6B0wBg wPwmiiiwRN002BkP4"|13|"263-309-4636   "|2358,5|"special requests engage fluffily furiously even asymptotes ."
16766|"Supplier#000016766       "|"6ggNyw  RRiNLL"|1|"778-138-2740   "|4243,76|"carefully ironic deposits grow fluffily ;"
16767|"Supplier#000016767       "|"LkPgN40RNgywN RgwNk462gNgBLR4g4kywPP2"|9|"738-337-2879   "|9921,49|"express requests wake above ."
16773|"Supplier#000016773       "|"kRP4yykRRw"|5|"586-453-8197   "|-326,9|"quickly special platelets play regularly !"
16775|"Supplier#000016775       "|"kN22 B giRywyk4w6P"|7|"831-937-2053   "|-229,27|"blithely unusual instructions detect quickly packages ."
16776|"Supplier#000016776       "|"mBP4BL042Bk4w62w64 4RBm6BP"|22|"529-996-9869   "|5533,67|"carefully ironic foxes detect quickly packages ."
16780|"Supplier#000016780       "|"Bg6ykw0Lk R6ky42w2BwN wi L6L6 "|13|"326-789-7861   "|-708,8|"quickly even instructions cajole carefully alongside of ."
16781|"Supplier#000016781       "|"N0w00wRgPBk2BPy42NN4"|2|"888-420-9384   "|9135,47|"blithely daring pinto beans cajole ."
16786|"Supplier#000016786       "|"NBRk2yw0062NPmwNkkgB6kNw0y446L6mwPw2"|8|"275-503-9717   "|6973,14|"ironic requests boost blithely ."
16789|"Supplier#000016789       "|"L26y4ByR4Ri0Bygyyw  46 P"|23|"511-814-3463   "|5630,15|"final requests cajole ."
16791|"Supplier#000016791       "|"kkRkwgP0wy6yyBwB6iy 6gw2mL y64RBP0g0LR6i"|10|"447-923-7440   "|4568,84|"blithely pending theodolites dazzle doggedly ?"
16795|"Supplier#000016795       "|"wB2k0Rkg gig026R4iN2y yi m2ygg4PwwiNgw"|2|"959-572-2029   "|3982,51|"blithely pending instructions boost blithely quickly even excus"
16796|"Supplier#000016796       "|"RNik 6i4yR2wBRmi2P6iRk0LNm4N406y64N"|15|"895-493-8797   "|8080,65|"regular, pending accounts across eat fluffily slyly express the"
16804|"Supplier#000016804       "|"2NRigiiymy0RB0mgm4gk BP2"|10|"384-456-6575   "|-596,97|"carefully express ideas cajole ."
16805|"Supplier#000016805       "|"N6iBkBmiyk LNR6RBi2L6LLL6LN4m6igL"|10|"681-108-8862   "|7684,78|"blithely bold instructions are ."
16806|"Supplier#000016806       "|"wg0y26wmPN"|22|"996-923-3176   "|5178,86|"bravely final epitaphs inside are along ."
16807|"Supplier#000016807       "|"gi4RkPLBmy4k0kmRkg40P"|21|"305-846-4065   "|7030,49|"fluffily even asymptotes sleep ."
16810|"Supplier#000016810       "|"kgyg0Bk44yP4Rg4i"|19|"417-162-9790   "|6975,13|"express requests wake according to ."
16812|"Supplier#000016812       "|"m4L2Big0L6i Pi40RRmNN iL "|0|"986-134-3939   "|-145,91|"blithely final pinto beans boost blithely blithely quick theodo"
16816|"Supplier#000016816       "|"iBg2wyNLPgg0 P6LN4B6L6yPgP22BR62 BL0ggPB"|12|"722-183-9612   "|3724,32|"pending accounts according to haggle carefully about ."
16826|"Supplier#000016826       "|"6gPiyw6yywy RLmm6i2m2RRwLi y"|10|"154-527-7710   "|-250,96|"final accounts haggle carefully ."
16833|"Supplier#000016833       "|"mmBBB6Bmgy0m66L"|14|"292-642-7978   "|-338,36|"packages breach fluffily furiously blithe foxes ."
16835|"Supplier#000016835       "|"PiBmm46BL0R64y2 k6wm0 yg666B"|22|"286-635-8395   "|2028,87|"quickly unusual platelets are ."
16842|"Supplier#000016842       "|"2RgiB ygw4Pm"|14|"857-587-2399   "|371,9|"blithely final pinto beans along haggle carefully according to "
16844|"Supplier#000016844       "|"NiiL2iy46w40w2yPg0RgP622i6Pi0yig"|9|"708-597-8337   "|3561,91|"carefully bold ideas boost blithely ."
16845|"Supplier#000016845       "|" Bw2PLm4RRN2kg0my"|17|"629-742-4643   "|1042,31|"carefully regular ideas are blithely daring pinto beans ."
16849|"Supplier#000016849       "|"BywwykNL6LiR "|1|"168-259-3652   "|8962,96|"ruthless requests haggle carefully slyly even warthogs ."
16850|"Supplier#000016850       "|"2P2PPiwm6 0PwRLmRB PmmP00yyNikmwB6600"|1|"506-926-4119   "|4546,56|"regular accounts poach quietly slyly bold dugouts :"
16860|"Supplier#000016860       "|"2y2iP6NBm 6gLmRiN4R0kgmiLP6P"|16|"869-482-9511   "|563,32|"bold, regular deposits kindle busily !"
16861|"Supplier#000016861       "|"P0R42 NgB 6"|17|"960-811-1894   "|5631,61|"ironic accounts hinder fluffily ."
16865|"Supplier#000016865       "|"4B6RBiB 0k6BR  62wLy6P yB"|0|"378-240-1014   "|8037,9|"even accounts snooze bravely according to ?"
14665|"Supplier#000014665       "|"R6Pg44m2Lk 0ki4LL6Bk w6LP4NRLy 2"|21|"896-358-4922   "|43,63|"silently special hockey players use blithely within ."
14666|"Supplier#000014666       "|"Ngig PRyNmmNPkiL0 2Rmy2 0mB4R6kwgL 60 "|21|"672-802-9174   "|5283,37|"regular, ironic accounts sleep across ."
14667|"Supplier#000014667       "|"w 6i 2Lg2NN NyiLk2i0w"|0|"474-687-4825   "|3630,02|"fluffily thin courts try to believe boldly fluffily even dolphi"
14671|"Supplier#000014671       "|"N6B4iiPByLRiyi y26m26LiL42k"|11|"816-516-5402   "|7866,27|"ironic accounts affix quickly ."
14675|"Supplier#000014675       "|"kyPPN2gg y6y gmyR2 4BmP k0k2RN k 2RPym"|14|"514-505-4186   "|4110,71|"idly ironic orbits are quickly final instructions ."
14676|"Supplier#000014676       "|"42RRRkg6gRw y0ki40NRLPPm0kPB4BPR"|12|"416-210-5489   "|6638,21|"quickly regular platelets detect quickly ironic accounts ."
14677|"Supplier#000014677       "|"Bwy2miPLPmRig"|10|"275-866-3638   "|4399,55|"carefully final foxes cajole carefully ironic ideas ."
14680|"Supplier#000014680       "|"wPNNNgLB46B0i22R6 PBNP wyPmBg2gk4Ny "|13|"301-946-1758   "|1226,17|"quickly final dependencies sleep ."
14682|"Supplier#000014682       "|"k6NgiN0kPByy0NBiy42B2P2i0N20NiR k0wLgg"|10|"130-607-8185   "|8122,77|"final, bold deposits haggle carefully ."
14683|"Supplier#000014683       "|"Pw6yLw6g4g"|21|"254-928-3610   "|7396,97|"silent, pending deposits are across ."
14687|"Supplier#000014687       "|"R4P4mmg2iwPLNL26gi42RgR00L"|13|"802-275-9776   "|305,55|"daringly bold dugouts in place of integrate quickly against ."
14688|"Supplier#000014688       "|"2 4L422k4L02Nw gLLPk4ymky"|19|"382-763-2257   "|7237,23|"carefully even ideas wake after ."
14689|"Supplier#000014689       "|"26k6gyLPgyk64mk6Pyw64g  0gmgw264 "|23|"697-389-2988   "|7110,84|"quickly regular excuses are among ."
14695|"Supplier#000014695       "|"kkLiki4B6wwk2mkiyLiNN0N"|16|"395-382-9775   "|6484,46|"thinly express forges cajole ."
14698|"Supplier#000014698       "|"6iiiPyRyk2k224NPykRmwmwLL6R2iwik0m26w"|3|"175-657-5959   "|7041,19|"carefully even ideas are after ."
14705|"Supplier#000014705       "|" LBy04264NwP4 kB6PgL4k4PLgP0mL06Ly R"|2|"699-939-2698   "|494,65|"packages about wake above ."
14707|"Supplier#000014707       "|"L0yLNLykNg 444g6y"|1|"310-242-5463   "|6563,53|"blithely regular theodolites wake ."
14709|"Supplier#000014709       "|"kBBkig kiyki2mPywi"|6|"479-688-8385   "|-598,36|"carefully ironic foxes boost quickly idly pending gifts ."
14715|"Supplier#000014715       "|"RN g4 NL4 ki4g2N"|1|"726-774-2758   "|-943,61|"blithely ironic ideas cajole final accounts ."
14716|"Supplier#000014716       "|"0Bi Pi40Nm6NwN2mLByi"|15|"456-551-6197   "|728,65|"blithely special theodolites sleep ."
14725|"Supplier#000014725       "|"wiNL y6L46BkBwmiRiPgLPLy4RRRRkkLkL6mi4m "|15|"909-720-1632   "|-528,61|"carefully unusual foxes dazzle doggedly ?"
14726|"Supplier#000014726       "|"LP6y6mg0myw wBB6kwRkB wPPw4yPm 6"|1|"700-532-4509   "|1554,17|"quickly regular platelets engage fluffily quickly silent instru"
14728|"Supplier#000014728       "|"64iki  gNBgk wm4mPLPBkRLLm4kk N"|3|"764-799-5460   "|8264,01|"quickly express excuses snooze bravely among ?"
14732|"Supplier#000014732       "|"2 NgNP6LBikmmBNRPww2w0m0kyPN0i"|8|"558-906-9152   "|2491,07|"blithely ironic instructions haggle carefully along ."
14736|"Supplier#000014736       "|"4kk600g2i   R"|4|"549-345-1841   "|3496,9|"idly special gifts haggle carefully over ."
14738|"Supplier#000014738       "|"4P6wBmL RL 0gPPPNBNBwB"|1|"654-403-4128   "|7571,28|"quickly regular excuses play regularly among !"
14739|"Supplier#000014739       "|"6y0L0m46kNyy0LN4By"|24|"108-369-5725   "|580,03|"blithely regular instructions affix quickly along ."
14740|"Supplier#000014740       "|"Rk 0ky06R04mgR4wyBmLwgkPwkLPRL2Pim4g6iiB"|4|"345-760-4775   "|519,98|"blithe accounts eat fluffily slyly final theodolites ;"
